essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
6349	3	In the article “Do not exceed the posted speed limit,” the features of the setting took toll on the cyclist in many ways. First off the whole Setting was a dry, dusty not desert that would chair anybody. “The sun was beginning to beat down, but i borely noticed it.” The own affected the cyclist by dehydrating him so much, which bring me to the next point. “I had been hitting my water bottles pretty regularly and i was traveling through the high deserts of california in June. This caused him to become even more dehydrated, resulting in him thinking he was going to die. Along the way he found an old abandoned juice factory. This affected him by filling him with despair and hopelessness, causing him to push more and more to reach water. In the end the feature of the setting only made him more determined to reach water.	3.0	3.0		3.0																					
6351	3	Many of the features of the setting effect the cyclist. The most obvious and direct feature would be that this adventure took place in the “high deserts of California in June.” @CAPS1 about that passage says blistering heat; high meaning its going to be closer to sun, deserts, where the world is hot, California, which is known to be smoggy, and June, which is the middle of summer. Also, the closet water supply was “somewhere in the neighborhood of two hundred degrees,” there was a “long crippling hill” all while the sun was heating down.  All of that would most obviously effect the cyclists by making him tired, which he vividly explains by expressing his fears of losing conscionous.	2.0	3.0		3.0																					
6353	3	As the cyclist goes on his trip, he is met with many dreary places and people. For starters, the old men he knew he shouldn’t have trusted but did any way. This led him through the desert. Even in a car the desert can be a very despairing place. On a bicycle it must be even worse knowing that if you run out of water op one will be there to save you from dehydration. Just the endlessly bleak landscapes also played a roll in the cyclist feelings. Another bad feature is the endless amount of abandonment towns and spoiled water. Every time he thought he was saved he was put down again by that fact. For example he had to pump for minutes only to get bad tasting water. Finally just when his strength was to give out he found the bait place & water and that dramatically and a place to rest too bad there was another old man there, isn’t it?! 	2.0	3.0		3.0																					
6363	3	"The features of the setting effect the cyclist in, “Do not Exceed posted speed Limit.” By changing him physically. He was in the California desert in the middle of June without any water left. This was taking a physical toll on him. His physical effect was making him feel hopeless as well. He says, “It was a sad hopeless laugh mind you, but at least l still had the energy to feel sorry for myself."" So the way he was suffering from dehydration physically effected his emotional state because he felt as though there was nothing he could do. Had he been in another place, for example @LOCATION2, where it does not get newly a shot as soo thon California, he would not have been suffering from dehydration, as have been in such an isolated place. His cycling could be compared to the climbers who were lost in the snow storm in @LOCATION3. Instead of dehydration and heat strone, however they suffered from hypothermia. Had they been on a different mountain, there would have been no snow storm and they would be fine. The outcome of this story and the climbers was determined by their setting."	3.0	2.0		3.0																					
6364	3	The conditions gave the cyclist no hope at some points because the heat of the land the of the features of the setting were so harsh he had no hope like when the cyclist says I hope I make It to the horizon because theres nothing else to compare. He can’t say lets ride to the next building or mail box because there are none. The desert features make the cyclist fell that its just him no one can help him he’ll die of dyhydration. Then the features get worse he sees the welchs grape fruit building giving him little hope of survival then he finds out that its deserted and that’s like the final thing he gives up. The cyclist almost unconscious then runs into the fishing store where he has a sip of water. So the features were the main reason the cyclist lost hope.	2.0	3.0		3.0																					
6366	3	The features of the setting in “Rough Road Ahead: Do Not Exceed Posted Speed Limit” affect the cyclist greatly. In the cyclists opinion things began pretty well. He had a positive attitude as it states “with strong legs and a smile on my face.” As the man moves on he comes to a fort of sorts. To him, the sight was troubling. Though troubling, he still had the confidence that he could continue. Next he noticed the changes in the terrain. He explained “Flat road was replaced by short, rolling hills.” This means that he would have to peddle harder and with greater force in order to get over the hills. The weather was not and the cyclist was running out of water. The possibility of heatstroke came to mind. “There was no one in sight, not a building, car or structure of any kind”, as told by the man. His mind entered a state of sad, and hopeless thoughts, but he persevered and cycled on. At this point he was very thirsty and felt his death was near. He said “I was going to die and the birds would pick me clean” As he kept going he spotted an old guy in sight. He regained hope and moved ahead. The features of this story affected the cyclist physically and mentally. Physically he was tired and worn out. A like this horrible state, mentally he was becoming negative and pessamistic about his travel. The setting's features interfered with the cyclist's physical and mental state.	3.0	3.0		3.0																					
6371	3	"In this narritive of a cyclist, riding in california, and handed for Yosemite national park, he encounters a lack of water and bad directions from a group of old men on a pourch. The setting plays a big part in his ""challenge"", from the pine trees to the barren hills. In the begining of his trie he passes a ""gbost town"" that has clearly seen better days. This presents him with his first doubt and he continues with caution. Then the pines that, ""had my name written all over them."" This gives him hope and reassurance. Then the rusty pump and ""ramshackle shed."" They took the hope and reasurance away, making him cautrous. The hills that made him work hard to get over, the snake that slowed him down and the whelches juice company that was abundanded all didn't help and made matters worse. Then he got some water at a bathroom and it was all better. It the setting has less the same the whole way he wouldn't have had any hope or he would have hope but it wouldn't fall and rise, making the story interenting.   "	3.0	3.0		3.0																					
6377	3	In the essay “Rough Road ahead: Do Not Exceed Posted Speed Limit” the setting relates to how the author is feeling. At first, when the author sees the abandoned first “town” he is not too worried about it and moves on. “I chuckled, checked my water supply, and moved on. The sun was beginning to beat down, but I barely noticed it.” The author is okay right @CAPS1, and still has enough water. Next he starts to get low on water, and he becomes more panicked; which in return makes the day seem even hotter. “I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of california in June.” @CAPS1 that the author is low on water the day seems worse afterward he continues on and runs into a rattlesnake, which makes him even mere panicked “and a ridiculously large snake. It really did look like a diamond back-blocked the majority of the pavement in front of me. I eased past, trying to keep my balanc in my dehydrated state.” @CAPS2, when he got to the bait store and drank from the sink; things didn’t seem so bad anymore and there was no more talk about water nor the heat. As a result the setting was related to the author’s moods.	3.0	3.0		3.0																					
6378	3	The features of the setting did affect the cyclist in this small story. In this story the setting is a hot dry terrain which can be better explained by the name California. This heat of the desert climate seems to start have an effect on him about after he reaches the first town. I know this by his statement.”This place might have been a thriving little spot at time –say, before the last war-but on that morning it fit the traditional definition of a ghost town. I chucked, checked my water supply and moved on. The the sun was beginning to beat down. The summer heat is thriving how during this @DATE1 and he is drinking lots of water.”So this setting does affect him greatly it causes him to use his water supply and it causes him to begin the process of dehydration. I know how the summer heat can affect you during @DATE1 activity ‘s. At times it feelslike you are going to die but that building is always around the bend just for the cyclist.  	3.0	2.0		3.0																					
6379	3	"In Rough Road Ahead: Do Not Exceed Posted Speed Limit, the features of the setting are devastating to the cyclists condition. ""@CAPS1 through the high desert of California"" is surely never an easy task to begin with. Without proper hydration, people often suffer heatstrokes or pass out, sometimes even perishing, it is entirely worse for this cyclist because of the effort he is exerting, pedaling over “short, rolling hills.” Even worse, the trail a few very old, eccentric men set run on doesn’t do much in the way of nuping with a depleted water supply. The first town the cyclist comes across easily splits “the traditional definition of a ghost town” and the only other water pump he comes to emits only sewage and incredibly hot brackish water. Therefore, the heat is only made worse by the look of water on the cyclist path. This combination of features in then setting causes a great deal of distress to the cycling, and almost pushing him to death."	3.0	2.0		3.0																					
6381	3	"In the beginning of the story the author is happy, but towards the end grows upset. ""I rode into the morning with strong legs and a smile on my face” (@NUM1). This shows how the author is in a good mood and happy to be there. She is on a journey, and no one can touch her. Then the story takes an unexpected turn. “With what I believed was my last burst of energy, I maneuvered down the hill,” (@NUM2). After getting lost in a town that seems distant from any living things the author hears people! She is extremely reliefed to have found anyone of help to her. She gets water and is forever greatful. The setting is horrifying to her because you will feel like you cant even if you live there! She felt alone and that she would die. If the setting was in a city surrounded by buildings the author would still feel some security even without water"	3.0	3.0		3.0																					
6384	3	Features of the setting affected the cyclist in many ways. After about @NUM1 miles, when in need of water supply the cyclist found a rusty pipe which a tarlike substance came out, then a brackish water substance. While cycling, you are in need of clean water. Next, the terrain changed from being flat to very hilly. In need of water,the last thing you need is be to be challeged more. Later on down the food, there were no cars or any buildings in sile. When you are feeling the the worst, you would want someone to he near in case you fall out, but no one was in site on that road. Lostly, seeing the old welch's Grape Juice Factory would affect the cyclist. Seeing that image of a drink factory right infront of you but not business has to make them fell like he/she will never make it. These features of the setting had to affect the cyclist.	2.0	3.0		3.0																					
6387	3	The features of the setting affect the cyclist in many ways. For example he feels dehydrated and tired because he is riding through the desert and has a lack of water. I often feel this way when jogging for extended periods of time. The men in the story “who haven’t left the confines of their porches since Carter was in office” also add to the story. Due to their role, the cyclist takes an unmarked shortcut that turns out to be horrible. The Welch’s factory affects the cyclist because it increases his thirst and causes him to once more think about it. The sign showing grape juice looks irrisistable to him and drives him to keep forward in search of anything to drink. The terrain charge also affects the cyclist because it causes him to have to work ever harder to get up hills now rather than just ride flat terrain.	3.0	3.0		3.0																					
6388	3	The features of the setting affect the cyclist in many ways. For example, in paragraph @NUM1 it says, “I was traveling through the high deserts of California in June.” @CAPS1 the heat the cyclist experienced, since he was in a desert in June, made him dehydrate faster. The heat made him drink more so he ran out of water more quickly. Then he would try and conserve water by not drinking and this would cause him to dehydrate more because he was losing body fluid in sweat secondly, in paragraph @NUM2 it says, ”Flat road was replaced by short, rolling hills,” These hills affect the cyclist because he would need to use more energy to cycle up the hills. This would cause him to become exhausted more quickly than he would on flat land. If the setting had been different, such as not being in a hilly desert, the cyclist would not have become as dehydrated and tired as he did. In conclusion, the features of the setting affect the cyclist in many ways.	3.0	2.0		3.0																					
6392	3	The features of the setting affect the cyclist by making him tiered, scared, thirsty and cause him to worry. The setting was a hot California day in June and the cyclist was riding through the heat and over the hills and difficult terrain. The cyclist describes the land when he says, “Flat road was replaced by short, rolling hills.” He also says, “Over one long, crippling hill.” As the cyclist gets further and further, he has more doubt. Fear and thirst start to get to him. He says, “It didn’t really matter. I was going to die and the birds would pick me clean.” When the cyclist finds the bait shop he has almost lost all hope. On his way to the shop he says, “Slowly gaining elevation while losing hope.” At the end, the setting makes the cyclist regain his strength as he sees the bait shop, when he sees it, he says, “Then, as easily as rounding a bend, my troubles, thirst and fear were all behind me.” The features of the setting put the cyclist in an unsteady ride of fear, hope and confidence	3.0	3.0		3.0																					
6396	3	When the cyclist first recieves directions to Yosemite Park from the “old timers” he met, he was pretty confident that they knew what they were talking about. To his dismay, these elderly men sent him through life threatening conditions in a deserted area. As the cyclist begins his journey through the hot, June weather, he “rode into the morning with strong legs and a smile on my face.'' As he continues forward, he notices that there are no buildings, cars, or people of any kind. He passes abandoned towns and creeps into the desert flat land. The flatland however, morphs into crippling hills with tumbleweeds and snakes awaiting. Not only is the terrain suddenly different, but the cyclist is rapidly deteriorating. Tiredness and lack of water make the cyclist think “I was going to die and the birds would pick me clean.'' It was amazing that through all this, the cyclist was able to reach a small fishing camp where he is quickly replenished. “Gary and Wilber’s Fish Camp'' saved the cyclist from almost certain death and him to always just use his map.  	3.0	3.0		3.0																					
6405	3	"The features affect the cyclist in a big way. For one the ""heat beating down on him made him sweaty, hot and tired. The heat had also made him thirst which led him to drink a lot of water in a little amount of time so he ran out of water before the next town. Also the fact he was in the desert there were no trees to give time off shade that he could rest in. There were also no people around to help him or give him water. So in the ride he struggled more than he thought he could."	2.0	3.0		3.0																					
6408	3	In the case of thr cyclist in the story, “Do Not Exceed Posted speed limit,” the setting has an enormous affecton the biker. Preclaminatly, the weather causes him to feel dehydrated. He says that he “had been nitting my water bottles pretty regularly. “@CAPS1, he tries to get water from the old well, for the demonsrtrating just how much he needed water. The wate in this pump, the owner said, was, “somewhere in the neighbar had of two hundred degrees. If the water has reached such a high temperature, the reader infe that it must be not outside the author implied nthis when he says he is California in June, it is agarsears day, and the sun was beating down. Another aspect of the setting, the lane, dirty, “ghost town” infested land, had a larse affect on the cycle. As he begins to see how hope. He cannot see any signs of madon life; “there was no one is sight, not a building car or structure of any kind. This empty land make the cyclist himself feel empty. Most literally, the fact that the setting was unknown to the cyclist affected his confusion. He didn’t know the best path to his destination and therefore relied on others for aid. Because of this, he ends up lose and acne.	3.0	3.0		3.0																					
6410	3	"In the short story “Do Not Exceed Posted Speed Limit”, the features of the setting affect the cyclist in many ways. When he arrives in the first “town” that the old men told him to go to, the cyclist “chuckled and moved on”, and acted just sort of indifferrenth, to seeing this old town. As he reached “the fork of sorts” twenty miles up the road, ""the sight was troubling to him his water supply was somewhat deterriorating, so he became a bit uncered. Finally when the cyclist read the sign that said “Rough Road Ahead: Do Not Exceed Posted Speed Limit”, the author continued to move on, but with a large chunk of his confidence gone. He was dehydrated, toned, and had lost a lot of hope after coming across all these places. When he saw the sign for Gary and Wilber’s fish camp, he was as happy as could be, knowing he would drink some water continue his journey the next day, and not listen to old men’s directions again. Many people in stories or in real life are affected by the setting they are in. In the novel @CAPS1 of champions by @PERSON1, one of the characters named @ORGANIZATION1 went on a journey to find an art exhibition, running into many problem's on the way, which in many cases, gave him a lack of hope in reaching his destination safely."	3.0	3.0		3.0																					
6417	3	In the essay intitled “Rough Road Ahead: Do Not exceed the speed limit” the setting changes as so does the mood of @NUM1 essay as well as the mood of the cyclist. For example towards the begining of the essay, at the reserve the essay states, “At a resevoir campground outside of Lodi, California, I enjoyed the serenity of an early summer evening.” This shows how towards the begining of the essay the cyclist is happy, just woke up and getting reading to go on a nice bike ride; however this all changes when he gets directions from a cople of “old-timers.” From that point on his trip goes down hill and the essay states, “About forty miles in to the pedal, I arrived at the first “town”, a ghost town,” “The sun was beginning to heat down,” This also shows the the setting of a ghost town and a setting with the sun beating down is effecting the mood of the essay and the mood of the cyclist as well as when he goes another @NUM2 miles to a different ghost town with only a few rusty water pumps containing acid flavored water. At this point cyclist is very worried because its hot and he has no water, while knowing he has another @NUM3 miles to go. @NUM3 miles of rolling hills and hot sun shile seeing a “A Rough Road Ahead” sign and a diamondback snake he is sure he is going to die. However it all changes when a different sign, one for a baitshop. This is how the author, Joe Kurmaskie uses the setting to effect the mood.	3.0	3.0		3.0																					
6419	3	As the cyclist continues on his ride, changes begin to occur in the surroundings, which ultimately affects the cyclist’s attitude. When first starting out on his journey to Yosemite, the cyclist started out that morning, “with strong legs and a smile on my face”. He had received information from a few of the older locals that would help to cut the amount of time it took to arrive at Yosemite National Park. However, as he was riding, the cyclist realized that perhaps the older men’s travel advice was a little out dated. with barely any water left to hydrate himself, and being surrounded by nothing but more road and desert, the cyclist couldn’t help but laugh. “It was a sad, hopeless laugh, mind you, but at least I still had the energy to feel sorry for myself. “At this point, the cyclist was mad at himself for not just using the map that he had brought with him instead of listening to the locals. Although the cyclist remained determined to find water, he had begun to lose hope when he suddenly came across a bait store. Here he was able to rehydrate himself, and with his renewed spirit, continued on his journey, this time using his map.	3.0	3.0		3.0																					
6423	3	The setting of the story affected the cyclist by changing his mood. At the strat he had can eidance which died once he got into the barren dessert but picked up when  he round a rest stop. A prime example to how he started leds and a smile on my face “to” and the growing realization that I could dropping heartstroke on a gorgeous day in June becaused listen to some gentelmen who hadn’t been off their perch in decades “ to” I had an over welming urse to seek out Gary and wilber kiss them and buy some bait. “ The over all mood ox the story is based off how the authour feels.	2.0	3.0		3.0																					
6432	3	Each person has a really good ability that stands out. Someone can be good looking, smart or confident. Someone @MONTH1 never give up and do what he wishes to do. The cyclist in the story is or man with a strong will. He wants to be alive. He saw too many difficult in his way to get the place he wanted to be. He listened to some old guys and he lost his way. The sun was beginning to beat down. He was out of water but he continued riding to reach his goal. He was losing his strength. The weather  was @NUM1’@CAPS1.The  water  tasted  like  acid battery. He  believed  himself  that he can be alive. He got stronger by believing in himself eventhough he was losing strength. Every place that he passed by was a new experienced for life. They were like a game that he came successful. He never give up. He did everything he could do to not losing his mind. He didn’t want lose the battle in his mind.   	2.0	3.0		3.0																					
6441	3	"In the story “Do not Exceed Posted Speed Limit,"" the features of the setting affect the cyclist, it say this because the cyclist enables us of what is going around him and he feels about it. It says, “one ramshack shed, several rusty pumps and a coral that couldn’t hold the lamest mule greated me. The author goes on to say that it troubled him. Actually that made the author scared that maybe he was all alone in the desert with ghost town. The unplanned that the roads were rusty where the speed limit was 55 mph since he barely had any water he was going 12 mph. This tells me, he’s troubled and confused about the surrounding ways, because it all desert seem light it became the author is slowly loosing hope on the travels further and further. I think it’s the same week people that as soon as trouble comes; or looks like it’s among they start losing hope and their better judgment, and life seems a lot harder."	3.0	2.0		3.0																					
6444	3	The setting plays an important part in the authors mood. When the author finds the dilapidated ghost town, he is still high spirited and amused. He thinks that it is a little funny that the old men’s “town” was now abandoned. “…(the town) fit the traditional definition of a ghost town. I chuckled…” This shows that the author is still in good spirits because he can still laugh. When “a tar like substance  oozed out of the water pump at the next stop the author became a little unsettled, as the author was running low on water. But he was still optomistic. Once the rolling expansive hills came into view, the author  let out a “sad, hopeless laugh.” The author was depressed , dehydrated and had all but given up , however he kept going and eventually made it to some water.	3.0	3.0		3.0																					
6445	3	In the passage “Rough Road Ahead Do Not Exceed Speed Limit” the setting must definetly affects the cyclist. When the cyclist comes for the first abandured “town” he searches for water but finds only that which tastes like battery acid “when I tried a drop or two, it had the flavor of battery acid.” The makes his dehydration seem much worse because of the fact that he has water it is just undrinkable. The rough road ahead there gives the feeling of determination because when the cyclist in on his last legs he must work even harder to get water a flat road was replaced by short rolling hills,” this quote shows that despite his condition the cyclist most perservere. Also quote “tumbleweeds crossed my path and a ridicuosly large snake –“tumble weeds and snakes give the feeling of desolation and of being alone, which is what the cyclist is this point. The setting of this story directly correalates with how the cyclist is feeling.	3.0	3.0		3.0																					
6446	3	The hot day in June riding a bike in the desert. The cyclist rode off into the sun on his way to Yosemite National Park. The old men told him where to go on the map even though they had not been through that way in years. When the cyclist started his day off ready to go. He thought he would be able to stop and get water regulary but as he found out he was in the middle of the desert with no water around. The man pushed himself and stopped thinking about water. He even put pebbles in his mouth to suck on so he would be able to keep his mind off water. The man was very smart in this situation and knew what to do. This experence has made him stronger.	2.0	3.0		3.0																					
6455	3	"The features of the setting, or environment, in which the cyclist is in greatly affects him. First of all, after leaving the campground with directions from the older gentlemen, he enters an area that is greatly isolated. In paragraph @NUM1, he wrote, ""This place might have been a thriving little spot at one time but on @TIME1, it fit the traditonal definition of a ghost town. ""This state of being alone later affected the cyclist because his increasing dehydration was becoming dangerous; if he were to collapse, he would most likely die. This drove the cyclist to continue on in order to survive. Another aspect that affected him was the extremely hot temperature. In paragraph, he implies the weather is hot by telling the reader he is traveling through to California desert in June. The heat gives the cyclist another obstacle to overcome in his struggling to get to the next town for water. Lastly in paragraph @NUM2, he mention the terrain changes to gently rolling hills. This shows the physical and metaphorical obstacles must get over the heat and isolation, but must also find the mental drive and determination to carry on. "	2.0	3.0		3.0																					
6462	3	The features of the setting affect the cyclist in many ways. The cyclist should had looked at his map instead of taking the old man advise because all the information was on the map. He almost died because he listened to the old men and didn’t look at his map. If the cyclist was in a car mabey he would have better luck because he would be going  faster than the @NUM1 bike.	3.0	3.0		3.0																					
6463	3	Many things on the cyclist journey affected him. It was in the middle of summer in California. The heat is unbeleivable and rediculously hot. “… I could drop from heatstroke…” he was so bad overheated and dyhdrated that he could of died any minute. He could have also been killed by a giant snake. “…look like a diamondback- blocked the majority of the pavement…” It could have easily killed him, if he wasn’t careful. But with his determination and spite he pulled threw and made it to a fresh supply of water. If he would have gaven up his life would have been over.	3.0	3.0		3.0																					
6472	3	In the essay “Do not Exceed Posted Speed Limit” The features of the setting had a great affect on the hard-working cyclist. The weather land and surrounding objects really determined the cyclists mood and ability. One example would be the statement, “cool pines, rushing rivers of upsemite had my name written all over them.”The refreshing nature and cool air made the cyclist feel confident energized and ready. Another example would be the quote, “One ramshackleshed, several rusty pumps, and a corral that couldn’t hold in the lamest Mule greet me.”there, the cyclist feels troubled and alittle curious as to what lay ahead this water wasn't not the best and he was worried. The last example was, “flat road was replaced by short rolling hills...tumbleweeds crossed my path and a ridiculously large snake.” there, the cyclist tries to stay focused through distractions. It is deserted and he feels dehydrated as well. As his route ends he comes across in manymore aspects of the setting which create a different feeling or ability. Therefore the nature of where his bike passed, and the things he saw affected his choices and ability.	3.0	3.0		3.0																					
6476	3	The setting effects the cyclist in many ways. And following old timers advice wasn't too smart of him. In that essay he was headed to the Yosemite National Park, he had a map to follow and he trusted himself, he a cyclist he knows his way around. But came around a couple of men who told him a shortcut. He trusted them which he shouldn't have and he was on his way. The setting was rough. He was riding through a California desert; which was probably way too not, and he was looking water. The only thing that he found tasted live battery and so that no good for him. It was a flat land, than rolling hills. The next town would have been in the @NUM1 miles. This cyclist was hilling himself. While riding along these lands there was more in sight, and no building or cars it was line a dead road. Those old men had him through neck and been, once he made it to the next town he knew with those conditions	3.0	2.0		3.0																					
6478	3	The features of the setting including vast emptiness, hills, heat, and no water all create obstacles for the cyclist in “Do Not Exceed Posted Speed Limit.” @CAPS1 to the vast emptiness of the area in which he was traveling he could not stop somewhere to ask for help or to take a rest. Also there were no other travelers so he could not ask for assistance from them. Another obstacle during his trip are the hills. It takes more energy to pedal up hill so he ends up tiring easily and taking longer than expected. There is also extreme heat which causes him to sweat and even become even more thirsty. So he ends up running out of water. In the story he writes, “The water bottles contained only a few tantalizing sips.” He is now becoming thirsty and if he doesn’t find water he @MONTH1 dehydrate. He searches for a place to rest where there @MONTH1 be water but he is not able to. All of these obstacles cause the cyclist to become devastated and give up hope but he continues his travel and eventually finds a place to rest. All of these obstacles tying into another.	3.0	3.0		3.0																					
6483	3	There were a few features in the setting that affected the cyclist. One very important feature is that the cyclist was in the desert. This is demonstrated by the statement “I was travelling through the high deserts of California.” not only was the cyclist in the desert, he was there in June, one of the hottest months of the year. It is demonstrated that he was there in June reading to the statement “I was travelling in June.” @CAPS1 there at that time made dehydration a bigger risk. It was also very hot there. We know this because when he was at the water pump, he stated, “blackish water feeling somewhere in the neighborhood of two hundred degrees.” From this, we can affirm that not only was at hot, the water was dirty. The water also “had the flavor of battery acid.” This was bad for the cyclist who was running low on water because he “had been hitting (his) water bottles pretty regularly.” The fact that he had little water left is demonstrated in the statement, “The water bottle contained only a few tantalizing sips.” The cyclist was in a bad situation. These had ganged-up against him in his trip. These features are the desert, the high temperatures, and the blackish water which tasted like battery acid. The fact that he was low on water made it harder to fight these features with water, he would battle the desert, high temperatures, and have no need to pump bad water. Again, the features of the setting that affected the cyclist are the desert, the high temperatures, and the bad water which he could not drink.	3.0	3.0		3.0																					
6484	3	In the story “Rough Road Ahead” the cyclist was excited and determined to get to Yosemite National Park. The cyclist had to be thinking of the beautiful waters with “His name written over them”. The rough terrain and harsh weather took its affection on the unaware cyclist. The sun, beat down on the cyclist back, he tried to ignore it, but soon the heat made him frequently drink his water away to sips to drink. The cyclist was told by the old man a town was only @NUM1 miles aways. The town was the traditional definition of a ghost town. “That probably gave the cyclist no hope for surviving of finding anyone to help him reach his destination. The conditions of the roads, the lack of water which made him see a mirage, made the cyclist not trust the words of an old man who had led him to the abandon locations he had seen. The cyclist was affected by the settings in a bad way but in the end was given a little help from a traditional map.	3.0	3.0		3.0																					
6485	3	In the essay, “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie, the features of the setting affected the cyclist because it made it more difficult for the cyclist to survive and make it through his journey. In the essay, it says, “I arrived at the first “Town”…this place might have been a thriving little spot at one time…but on that morning it fit the traditional definition of a ghost @NUM1). In the essay, the cyclist takes directions from a few old men to get to Yosemite National Park. The cyclist has a limited amount of water, and it was a very humid day for traveling. Because of the humidity, the cyclist nearly ran out of water when he had to cycle up, “short, rolling hills” (@NUM2) in the hot weather. Had the town been thriving, he could have bought more water to make his trip easier to accomplish. Also, if the road in the story would have been flat, he cyclist wouldn’t have gotten as tired as he did and needed more water. It would have been less strainful on the cyclist to pedal on a flat road rather than a hilly road. The challenges facing the cyclist remined me of that of the main character of the movie @PERSON2. In this movie, the main character must make his way through the extreme conditions of the desert, just like the cyclist had to in order to reach his destination. In conclusion, the setting clearly affects the cyclist’s journey in a negative way.	3.0	3.0		3.0																					
6487	3	In the selection “Do not exceed posted speed limit” there are a lot of great details of the area around the cyclist. In the text, it makes it clear that the route the cyclist is traveling is very deserted when the drinking water was explained as oozing out and tasting like battery acid, you can tell that people hadn’t been there in awhile. Also, being informed that he was traveling through a desert, in June. I am able to understand how thirsty he is. Also, he is traveling for miles over a rough terrain and “crippling hills,” according to the text, so he has to be ovely exhausted. I could understand why he was so upset with getting wrong directions based on the troubles he encounters when he finally reaches the camp and drinks water, you too are glad he has reached somewhere that wasn’t empty and deserted.	2.0	3.0		3.0																					
6491	3	The towns, the terrain, the Welch’s Grape Juice factory- all are parts of the setting that affect the cyclist. “This place might have been a thriving little spot at one time- say, before the last world war,” describes the cyclist, “but on that morning it fit the traditional definition of a ghost town.” The town intensifies the cyclist feeling of doubt, in that it is increasing. At this part, he is really regretting taking the old guy's advice in taking the “shortcut.” “Not two miles into the next section of the ride, I noticed the terrain changing,” reveals the cyclist. The cyclist is already very worried and very doubtful, and the terrain is making it worse it mirrors the town in which the cyclist had stopped at earlier to, again make his feeling of doubt increase. The cyclist exclaims, “ By the looks of it- had been a Welch’s Grape Juice Factory.” The cyclist gets very excited when he sees this, and gets a great feeling of hope. So throughout the whole story, the setting of where the cyclist is at affects his mood by giving him doubt, but by also giving him hope.  	3.0	3.0		3.0																					
6494	3	Many things caneffect a cyclist and how they ride, in this essay many things effected him such as the setting of the story. One of the problems of the setting was there were no stores or even people, another and most important thing was the lack of water around him, so many things can effect a cyclist while They are riding inculding there suriondings.	2.0	3.0		3.0																					
6505	3	As soon as the cyclist gained information about which way to go, he set off through tall, cool pines. They  gave him a feeling of confidence, and physically cooled his body down. As he headed down the road, he encountered various small towns-none of which looked promising- which gave him a feeling of despair, in accordance to his lack of water. Even further  into. the journey, he found one last town, and arundown welche’s  @CAPS1 factory. This increased his thirst and gave him a feeling of spite towards the old men who had given him advice. However, he soon found a bait house where he could get water and escape the heat. For this he was satisfied and grateful to the owner. It made him realize to never again trust the old men.	3.0	3.0		3.0																					
6507	3	The features of the setting affect the authors dispotion as well as his ability to complete the journey, thus creating an obstacle the author must overcome. At the end of the paragraph five the author writes that “I was traveling through the high deserts of California.” This setting is important because it adds a sense of urgency to his trip when he starts to run low on water. This is similair to when I was backpacking and a bear got most of our food. Our normal backpacking trip had become more of a game of survival. So, the water issue was clearly the main point of of conflict that the author presented in the setting. He also writes that “Not two miles into this next section of the ride, I noticed the terrain changing. Flat road was replaced by short, rolling hills.” This aspect of the setting also affects the cyclist because it makes it much harder for him to progress than if it was a downhill road. In short, the setting of the story presents the main points of conflict to the author and thus was essential to the essay.	3.0	3.0		3.0																					
6512	3	The features of the setting affect the cyclist. He is riding in the desert where there is low to rain. This means that he can’t collect any water to drink if he runs out. Also, deserts are hot. The heat will speed up the dehydration process so he will need more water to survive. If he runs out of water, he will die. The cyclist finds a building, but it is abandoned and empty. All these features of the setting affect him. Since he can‘t find water, he has to conserve what he has. Also, the heat is killing him. It doesn’t help to have an abandoned building be the only one he finds. During the whole time that there is death in the air, the desert with nothing growing, no water, the cyclist is thinking about his death. As long as he thinks about his death, there is only more death. As soon as he puts the pebbles in his mouth to stop thinking about death and being thirsty, he sees a bait shop which saves his life. He thought about his surviving, and immediately found a shop to and he could drink.	2.0	3.0		3.0																					
6516	3	"The setting affects the cyclist because the cyclist believes that he has a nice, short, flat distance to travel to get to Yosemite but instead it is a long, hilly(rough),  hot journey. He only prepared himself for a quick ride, bringing only enough water for that ride, and wasn’t prepared for the reality of his ride. First of all he is riding in the middle of the day (the hottest part) in the “high deserts of colifornia in June” I know when I go to camp here in @LOCATION1 during the summer I drink I drink six to seven liters, but the author only mentions a ""few bottles of water"" which aren't going to help him in that heat. Secondly, the cyclist believed that the old men had given him a safe path to follow but instead he came across a “ridiculously large snake. It really looked like a diamond back” That is a poisonous snake and the cyclist has barely able to “ease post” it because, of his lack of water. Lastly, the cyclist expected the old men to give him an easy path on a flat terrain when in fact it was “replaced by short, rolling hills” which means you have to put more effort (using more water) to climb the hills. The setting definetely affects the cyclist because it makes it more difficult for him to reach his destination but without a few bumps in the road, how is he to learn a life lesson?"	3.0	3.0		3.0																					
